pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R16-R15,-0.17240000000000005,-0.17240000000000005,0.2831,0.3107,R16,R15,L16-17,10,Descoordinado
R65-R37,-0.17200000000000004,-0.17200000000000004,0.2669,0.2949,R65,R37,L28-29,90,Descoordinado
R18-R1,-0.17040000000000005,-0.17040000000000005,0.2554,0.285,R18,R1,L2-19,10,Descoordinado
R42-R62,-0.16830000000000006,-0.16830000000000006,0.2916,0.3233,R42,R62,L5-6,90,Descoordinado
R42-R43,-0.16830000000000006,-0.16830000000000006,0.2916,0.3233,R42,R43,L5-6,90,Descoordinado
R37-R24,-0.16750000000000004,-0.16750000000000004,0.2742,0.3067,R37,R24,L25-29,10,Descoordinado
R23-R22,-0.16740000000000005,-0.16740000000000005,0.2524,0.285,R23,R22,L23-24,10,Descoordinado
R22-R2,-0.1658,-0.1658,0.2536,0.2878,R22,R2,L3-23,10,Descoordinado
R51-R34,-0.16560000000000002,-0.16560000000000002,0.2692,0.3036,R51,R34,L14-15,90,Descoordinado
R49-R50,-0.16380000000000006,-0.16380000000000006,0.2543,0.2905,R49,R50,L12-13,90,Descoordinado
R60-R61,-0.1634,-0.1634,0.3015,0.3381,R60,R61,L23-24,90,Descoordinado
R5-R4,-0.16200000000000003,-0.16200000000000003,0.2656,0.3036,R5,R4,L5-6,10,Descoordinado
R2-R1,-0.16180000000000003,-0.16180000000000003,0.2488,0.287,R2,R1,L2-3,10,Descoordinado
R55-R56,-0.1587,-0.1587,0.3836,0.4249,R55,R56,L2-19,90,Descoordinado
R65-R66,-0.15600000000000003,-0.15600000000000003,0.2669,0.3109,R65,R66,L28-29,90,Descoordinado
R11-R10,-0.1558,-0.1558,0.2568,0.301,R11,R10,L11-12,10,Descoordinado
R25-R5,-0.15460000000000002,-0.15460000000000002,0.2679,0.3133,R25,R5,L6-26,10,Descoordinado
R20-R19,-0.1517,-0.1517,0.2682,0.3165,R20,R19,L20-21,10,Descoordinado
R25-R43,-0.14860000000000007,-0.14860000000000007,0.2679,0.3193,R25,R43,L6-26,10,Descoordinado
R19-R18,-0.1466,-0.1466,0.2314,0.2848,R19,R18,L19-20,10,Descoordinado
R58-R35,-0.14629999999999999,-0.14629999999999999,0.285,0.3387,R58,R35,L21-22,90,Descoordinado
R70-R20,-0.14600000000000005,-0.14600000000000005,0.2451,0.2991,R70,R20,L8-21,90,Descoordinado
R12-R72,-0.1406,-0.1406,0.2504,0.3098,R12,R72,L12-13,10,Descoordinado
R56-R57,-0.1286,-0.1286,0.2747,0.3461,R56,R57,L19-20,90,Descoordinado
R72-R21,-0.12680000000000002,-0.12680000000000002,0.235,0.3082,R72,R21,L12-22,10,Descoordinado
R21-R20,-0.1217,-0.1217,0.2145,0.2928,R21,R20,L21-22,10,Descoordinado
R35-R11,-0.11699999999999999,-0.11699999999999999,0.2622,0.3452,R35,R11,L12-22,90,Descoordinado
R39-R40,-0.11530000000000001,-0.11530000000000001,0.3349,0.4196,R39,R40,L2-3,90,Descoordinado
R39-R59,-0.11530000000000001,-0.11530000000000001,0.3349,0.4196,R39,R59,L2-3,90,Descoordinado
R45-R71,-0.11280000000000001,-0.11280000000000001,0.2607,0.3479,R45,R71,L8-9,90,Descoordinado
R33-R7,-0.1018,-0.1018,0.2495,0.3477,R33,R7,L8-21,10,Descoordinado
R9-R71,-0.1013,-0.1013,0.258,0.3567,R9,R71,L9-10,10,Descoordinado
R33-R45,-0.10010000000000002,-0.10010000000000002,0.2495,0.3494,R33,R45,L8-21,10,Descoordinado
R59-R60,-0.09900000000000003,-0.09900000000000003,0.2755,0.3765,R59,R60,L3-23,90,Descoordinado
R70-R58,-0.0829,-0.0829,0.2451,0.3622,R70,R58,L8-21,90,Descoordinado
R35-R49,-0.0781,-0.0781,0.2622,0.3841,R35,R49,L12-22,90,Descoordinado
R21-R33,-0.07410000000000003,-0.07410000000000003,0.2145,0.3404,R21,R33,L21-22,10,Descoordinado
R22-R40,-0.018199999999999994,-0.018199999999999994,0.2536,0.4354,R22,R40,L3-23,10,Descoordinado
R3-R59,-0.011399999999999966,-0.011399999999999966,0.2689,0.4575,R3,R59,L3-4,10,Descoordinado
R14-R13,-9.999999999998899e-05,-9.999999999998899e-05,0.0949,0.2948,R14,R13,L14-15,10,Descoordinado
R38-R55,-5.551115123125783e-17,-5.551115123125783e-17,0.3196,0.5196,R38,R55,L1-2,90,Descoordinado
R67-R68,-2.7755575615628914e-17,-2.7755575615628914e-17,0.1253,0.3253,R67,R68,L30-31,90,Descoordinado
R46-R47,0.0,0.0,0.1155,0.3155,R46,R47,L9-10,90,Coordinado
R2-R55,0.0,0.18169999999999992,0.2488,0.6305,R2,R55,L2-3,10,Coordinado
R18-R39,0.0,0.10470000000000002,0.2554,0.5601,R18,R39,L2-19,10,Coordinado
R8-R7,0.0,0.0,0.137,0.337,R8,R7,L8-9,10,Coordinado
R52-R53,0.0,0.0,0.1578,0.3578,R52,R53,L15-16,90,Coordinado
R44-R45,0.0,0.0,0.1244,0.3244,R44,R45,L7-8,90,Coordinado
R44-R70,0.0,0.006899999999999962,0.1244,0.3313,R44,R70,L7-8,90,Coordinado
R29-R28,0.0,0.014000000000000012,0.0934,0.3074,R29,R28,L29-30,10,Coordinado
R29-R37,0.0,0.0,0.0934,0.2934,R29,R37,L29-30,10,Coordinado
R6-R62,0.0,0.0050000000000000044,0.1144,0.3194,R6,R62,L6-7,10,Coordinado
R6-R5,0.0,0.0,0.1144,0.3144,R6,R5,L6-7,10,Coordinado
R8-R70,0.0,0.0,0.137,0.337,R8,R70,L8-9,10,Coordinado
R38-R39,0.0,0.0001000000000000445,0.3196,0.5197,R38,R39,L1-2,90,Coordinado
