pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R61-R74,-0.2198,-0.2198,0.3212,0.3014,R61,R74,L24-25,90,Descoordinado
R31-R30,-0.2106,-0.2106,0.3403,0.3297,R31,R30,L31-32,10,Descoordinado
R40-R41,-0.2062,-0.2062,0.307,0.3008,R40,R41,L3-4,90,Descoordinado
R5-R4,-0.20500000000000002,-0.20500000000000002,0.3411,0.3361,R5,R4,L5-6,10,Descoordinado
R39-R59,-0.198,-0.198,0.3164,0.3184,R39,R59,L2-3,90,Descoordinado
R18-R39,-0.19740000000000002,-0.19740000000000002,0.3292,0.3318,R18,R39,L2-19,10,Descoordinado
R32-R31,-0.19660000000000005,-0.19660000000000005,0.3471,0.3505,R32,R31,L32-33,10,Descoordinado
R39-R40,-0.19530000000000003,-0.19530000000000003,0.3164,0.3211,R39,R40,L2-3,90,Descoordinado
R73-R32,-0.195,-0.195,0.3586,0.3636,R73,R32,L18-33,90,Descoordinado
R25-R43,-0.19310000000000005,-0.19310000000000005,0.3129,0.3198,R25,R43,L6-26,10,Descoordinado
R10-R9,-0.19289999999999996,-0.19289999999999996,0.3319,0.339,R10,R9,L10-11,10,Descoordinado
R4-R3,-0.1906,-0.1906,0.3097,0.3191,R4,R3,L4-5,10,Descoordinado
R26-R25,-0.1886,-0.1886,0.3082,0.3196,R26,R25,L26-27,10,Descoordinado
R50-R51,-0.1875,-0.1875,0.2944,0.3069,R50,R51,L13-14,90,Descoordinado
R36-R17,-0.186,-0.186,0.3379,0.3519,R36,R17,L18-33,10,Descoordinado
R54-R73,-0.18580000000000002,-0.18580000000000002,0.3699,0.3841,R54,R73,L17-18,90,Descoordinado
R3-R59,-0.18480000000000002,-0.18480000000000002,0.3032,0.3184,R3,R59,L3-4,10,Descoordinado
R55-R56,-0.18430000000000002,-0.18430000000000002,0.334,0.3497,R55,R56,L2-19,90,Descoordinado
R22-R40,-0.18380000000000002,-0.18380000000000002,0.3069,0.3231,R22,R40,L3-23,10,Descoordinado
R22-R2,-0.18380000000000002,-0.18380000000000002,0.3069,0.3231,R22,R2,L3-23,10,Descoordinado
R15-R34,-0.1834,-0.1834,0.309,0.3256,R15,R34,L15-16,10,Descoordinado
R17-R16,-0.18170000000000003,-0.18170000000000003,0.3307,0.349,R17,R16,L17-18,10,Descoordinado
R13-R12,-0.18150000000000005,-0.18150000000000005,0.2906,0.3091,R13,R12,L13-14,10,Descoordinado
R57-R58,-0.1815,-0.1815,0.3071,0.3256,R57,R58,L20-21,90,Descoordinado
R57-R33,-0.1815,-0.1815,0.3071,0.3256,R57,R33,L20-21,90,Descoordinado
R3-R2,-0.18010000000000004,-0.18010000000000004,0.3032,0.3231,R3,R2,L3-4,10,Descoordinado
R48-R49,-0.17910000000000004,-0.17910000000000004,0.382,0.4029,R48,R49,L11-12,90,Descoordinado
R48-R72,-0.17910000000000004,-0.17910000000000004,0.382,0.4029,R48,R72,L11-12,90,Descoordinado
R63-R64,-0.17910000000000004,-0.17910000000000004,0.4319,0.4528,R63,R64,L26-27,90,Descoordinado
R41-R42,-0.17880000000000001,-0.17880000000000001,0.2857,0.3069,R41,R42,L4-5,90,Descoordinado
R47-R48,-0.17880000000000001,-0.17880000000000001,0.418,0.4392,R47,R48,L10-11,90,Descoordinado
R68-R69,-0.17820000000000003,-0.17820000000000003,0.32,0.3418,R68,R69,L31-32,90,Descoordinado
R65-R66,-0.1754,-0.1754,0.314,0.3386,R65,R66,L28-29,90,Descoordinado
R65-R37,-0.1754,-0.1754,0.314,0.3386,R65,R37,L28-29,90,Descoordinado
R49-R50,-0.174,-0.174,0.297,0.323,R49,R50,L12-13,90,Descoordinado
R74-R28,-0.1738,-0.1738,0.2877,0.3139,R74,R28,L25-29,90,Descoordinado
R60-R61,-0.1725,-0.1725,0.3297,0.3572,R60,R61,L23-24,90,Descoordinado
R69-R36,-0.17209999999999998,-0.17209999999999998,0.3253,0.3532,R69,R36,L32-33,90,Descoordinado
R16-R15,-0.17030000000000006,-0.17030000000000006,0.3027,0.3324,R16,R15,L16-17,10,Descoordinado
R27-R26,-0.16920000000000002,-0.16920000000000002,0.2908,0.3216,R27,R26,L27-28,10,Descoordinado
R12-R11,-0.16760000000000003,-0.16760000000000003,0.2656,0.298,R12,R11,L12-13,10,Descoordinado
R51-R34,-0.16160000000000002,-0.16160000000000002,0.2872,0.3256,R51,R34,L14-15,90,Descoordinado
R56-R57,-0.1578,-0.1578,0.2873,0.3295,R56,R57,L19-20,90,Descoordinado
R19-R18,-0.15760000000000002,-0.15760000000000002,0.3024,0.3448,R19,R18,L19-20,10,Descoordinado
R35-R11,-0.15690000000000004,-0.15690000000000004,0.3396,0.3827,R35,R11,L12-22,90,Descoordinado
R2-R55,-0.1557,-0.1557,0.2996,0.3439,R2,R55,L2-3,10,Descoordinado
R24-R23,-0.15410000000000001,-0.15410000000000001,0.2576,0.3035,R24,R23,L24-25,10,Descoordinado
R58-R35,-0.15280000000000005,-0.15280000000000005,0.2871,0.3343,R58,R35,L21-22,90,Descoordinado
R42-R43,-0.15199999999999997,-0.15199999999999997,0.2754,0.3234,R42,R43,L5-6,90,Descoordinado
R53-R54,-0.14990000000000003,-0.14990000000000003,0.3618,0.4119,R53,R54,L16-17,90,Descoordinado
R74-R66,-0.1491,-0.1491,0.2877,0.3386,R74,R66,L25-29,90,Descoordinado
R64-R65,-0.14850000000000002,-0.14850000000000002,0.3169,0.3684,R64,R65,L27-28,90,Descoordinado
R23-R22,-0.1451,-0.1451,0.2694,0.3243,R23,R22,L23-24,10,Descoordinado
R11-R10,-0.1377,-0.1377,0.2782,0.3405,R11,R10,L11-12,10,Descoordinado
R28-R27,-0.13590000000000002,-0.13590000000000002,0.2727,0.3368,R28,R27,L28-29,10,Descoordinado
R72-R21,-0.07140000000000002,-0.07140000000000002,0.1829,0.3115,R72,R21,L12-22,10,Descoordinado
R21-R20,-0.07039999999999999,-0.07039999999999999,0.1903,0.3199,R21,R20,L21-22,10,Descoordinado
R12-R72,-0.06270000000000003,-0.06270000000000003,0.2656,0.4029,R12,R72,L12-13,10,Descoordinado
R21-R33,-0.06250000000000003,-0.06250000000000003,0.1903,0.3278,R21,R33,L21-22,10,Descoordinado
R33-R45,-0.05770000000000003,-0.05770000000000003,0.256,0.3983,R33,R45,L8-21,10,Descoordinado
R20-R19,-0.05730000000000002,-0.05730000000000002,0.2639,0.4066,R20,R19,L20-21,10,Descoordinado
R59-R60,-0.05460000000000004,-0.05460000000000004,0.2641,0.4095,R59,R60,L3-23,90,Descoordinado
R62-R63,-0.03820000000000007,-0.03820000000000007,0.3659,0.5277,R62,R63,L6-26,90,Descoordinado
R25-R5,-0.03160000000000002,-0.03160000000000002,0.3129,0.4813,R25,R5,L6-26,10,Descoordinado
R51-R52,-0.027700000000000002,-0.027700000000000002,0.2872,0.4595,R51,R52,L14-15,90,Descoordinado
R29-R28,-5.551115123125783e-17,-5.551115123125783e-17,0.1107,0.3107,R29,R28,L29-30,10,Descoordinado
R67-R68,-2.7755575615628914e-17,-2.7755575615628914e-17,0.1332,0.3332,R67,R68,L30-31,90,Descoordinado
R46-R47,0.0,0.0,0.2902,0.4902,R46,R47,L9-10,90,Coordinado
R8-R70,0.0,1.6653345369377348e-16,7.1756,7.3756,R8,R70,L8-9,10,Coordinado
R38-R39,0.0,0.13179999999999997,0.0,0.3318,R38,R39,L1-2,90,Coordinado
R44-R70,0.0,6.6438,0.1861,7.0299,R44,R70,L7-8,90,Coordinado
R6-R62,0.0,0.0,0.2813,0.4813,R6,R62,L6-7,10,Coordinado
R6-R5,0.0,0.0,0.2813,0.4813,R6,R5,L6-7,10,Coordinado
R42-R62,0.0,0.05499999999999999,0.2754,0.5304,R42,R62,L5-6,90,Coordinado
R29-R37,0.0,0.024899999999999978,0.1107,0.3356,R29,R37,L29-30,10,Coordinado
R35-R49,0.0,0.09200000000000003,0.3396,0.6316,R35,R49,L12-22,90,Coordinado
R52-R53,0.0,0.0,0.3169,0.5169,R52,R53,L15-16,90,Coordinado
R14-R13,0.0,0.0,0.117,0.317,R14,R13,L14-15,10,Coordinado
R38-R55,0.0,0.14389999999999997,0.0,0.3439,R38,R55,L1-2,90,Coordinado
R44-R45,0.0,0.0,0.1861,0.3861,R44,R45,L7-8,90,Coordinado
R71-R52,0.0,0.15650000000000003,0.211,0.5675,R71,R52,L9-15,90,Coordinado
