pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R72-R21,0.0,0.01820000000000005,0.949,1.1672,R72,R21,L12-22,10,Coordinado
R70-R20,0.0,0.005099999999999938,0.8724,1.0775,R70,R20,L8-21,90,Coordinado
R70-R58,0.0,1.3223,0.8724,2.3947,R70,R58,L8-21,90,Coordinado
R33-R45,0.0,0.5569000000000002,1.7282,2.4851,R33,R45,L8-21,10,Coordinado
R33-R7,0.0,0.06649999999999995,1.7282,1.9947,R33,R7,L8-21,10,Coordinado
R58-R35,0.0,0.07090000000000013,2.0338,2.3047,R58,R35,L21-22,90,Coordinado
R21-R33,0.0,1.5064,0.6753,2.3817,R21,R33,L21-22,10,Coordinado
R21-R20,0.0,0.14020000000000005,0.6753,1.0155,R21,R20,L21-22,10,Coordinado
R57-R33,0.0,0.09280000000000016,2.0669,2.3597,R57,R33,L20-21,90,Coordinado
R57-R58,0.0,0.06750000000000006,2.0669,2.3344,R57,R58,L20-21,90,Coordinado
R20-R19,0.0,0.05659999999999993,0.8527,1.1093,R20,R19,L20-21,10,Coordinado
R39-R59,0.0,0.5822,1.1916,1.9738,R39,R59,L2-3,90,Coordinado
R39-R40,0.0,0.7966000000000002,1.1916,2.1882,R39,R40,L2-3,90,Coordinado
R2-R55,0.0,0.08710000000000012,2.0151,2.3022,R2,R55,L2-3,10,Coordinado
R18-R39,0.0,0.024299999999999933,1.0304,1.2547,R18,R39,L2-19,10,Coordinado
R56-R57,0.0,0.006800000000000306,2.0077,2.2145,R56,R57,L19-20,90,Coordinado
R74-R28,0.0,0.4501000000000001,1.5612,2.2113,R74,R28,L25-29,90,Coordinado
R61-R74,0.0,0.018799999999999872,1.469,1.6878,R61,R74,L24-25,90,Coordinado
