pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R42-R43,0.000000,0.612500,1.850900,2.663400,R42,R43,L5-6,90,Coordinated
R5-R4,0.000000,0.029000,2.210000,2.439000,R5,R4,L5-6,10,Coordinated
R7-R6,0.000000,0.023800,1.738400,1.962200,R7,R6,L7-8,10,Coordinated
R64-R65,0.000000,0.034000,1.958300,2.192300,R64,R65,L27-28,90,Coordinated
R61-R74,0.000000,0.055700,1.533900,1.789600,R61,R74,L24-25,90,Coordinated
R63-R64,0.000000,0.011300,2.062500,2.273800,R63,R64,L26-27,90,Coordinated
R18-R1,0.000000,0.612400,1.453100,2.265500,R18,R1,L2-19,10,Coordinated
R56-R57,0.000000,0.004500,1.565500,1.770000,R56,R57,L19-20,90,Coordinated
R73-R32,0.000000,0.099100,2.376700,2.675800,R73,R32,L18-33,90,Coordinated
R36-R17,0.000000,0.023200,2.500800,2.724000,R36,R17,L18-33,10,Coordinated
R54-R73,0.000000,0.075700,2.235300,2.511000,R54,R73,L17-18,90,Coordinated
R53-R54,0.000000,0.121400,2.060400,2.381800,R53,R54,L16-17,90,Coordinated
R16-R15,0.000000,0.075200,2.305000,2.580200,R16,R15,L16-17,10,Coordinated
R52-R53,0.000000,0.089400,2.026600,2.316000,R52,R53,L15-16,90,Coordinated
R18-R39,0.000000,0.065300,1.453100,1.718400,R18,R39,L2-19,10,Coordinated
R51-R34,0.000000,0.430700,1.898000,2.528700,R51,R34,L14-15,90,Coordinated
R14-R13,0.000000,0.058500,2.304400,2.562900,R14,R13,L14-15,10,Coordinated
R50-R51,0.000000,0.003200,1.851800,2.055000,R50,R51,L13-14,90,Coordinated
R49-R50,0.000000,0.033500,1.799400,2.032900,R49,R50,L12-13,90,Coordinated
R12-R72,0.000000,0.126700,2.029400,2.356100,R12,R72,L12-13,10,Coordinated
R48-R72,0.000000,0.043900,2.062700,2.306600,R48,R72,L11-12,90,Coordinated
R48-R49,0.000000,0.021900,2.062700,2.284600,R48,R49,L11-12,90,Coordinated
R47-R48,0.000000,0.021500,1.934400,2.155900,R47,R48,L10-11,90,Coordinated
R38-R55,0.000000,1.786100,0.198900,2.185000,R38,R55,L1-2,90,Coordinated
R51-R52,0.000000,0.066700,1.898000,2.164700,R51,R52,L14-15,90,Coordinated
R55-R56,0.000000,0.066000,1.828200,2.094200,R55,R56,L2-19,90,Coordinated
R2-R1,0.000000,0.094400,1.989100,2.283500,R2,R1,L2-3,10,Coordinated
R2-R55,0.000000,0.269700,1.989100,2.458800,R2,R55,L2-3,10,Coordinated
R26-R25,0.000000,0.049200,2.280500,2.529700,R26,R25,L26-27,10,Coordinated
R74-R66,0.000000,0.304200,1.677900,2.182100,R74,R66,L25-29,90,Coordinated
R74-R28,0.000000,1.091700,1.677900,2.969600,R74,R28,L25-29,90,Coordinated
R37-R24,0.000000,0.000200,2.609900,2.810100,R37,R24,L25-29,10,Coordinated
R71-R14,0.000000,1.081700,1.340000,2.621700,R71,R14,L9-15,90,Coordinated
R60-R61,0.000000,0.001600,1.509600,1.711200,R60,R61,L23-24,90,Coordinated
R35-R49,0.000000,1.475800,1.517700,3.193500,R35,R49,L12-22,90,Coordinated
R35-R11,0.000000,0.930400,1.517700,2.648100,R35,R11,L12-22,90,Coordinated
R72-R21,0.000000,0.015800,1.847800,2.063600,R72,R21,L12-22,10,Coordinated
R70-R58,0.000000,0.010800,1.866800,2.077600,R70,R58,L8-21,90,Coordinated
R33-R45,0.000000,1.191200,1.416000,2.807200,R33,R45,L8-21,10,Coordinated
R33-R7,0.000000,0.335600,1.416000,1.951600,R33,R7,L8-21,10,Coordinated
R58-R35,0.000000,0.013600,1.687100,1.900700,R58,R35,L21-22,90,Coordinated
R21-R33,0.000000,0.214000,1.498600,1.912600,R21,R33,L21-22,10,Coordinated
R21-R20,0.000000,0.324100,1.498600,2.022700,R21,R20,L21-22,10,Coordinated
R57-R33,0.000000,0.018900,1.660500,1.879400,R57,R33,L20-21,90,Coordinated
R57-R58,0.000000,0.065000,1.660500,1.925500,R57,R58,L20-21,90,Coordinated
R39-R59,0.000000,0.971700,1.199900,2.371600,R39,R59,L2-3,90,Coordinated
R39-R40,0.000000,0.732700,1.199900,2.132600,R39,R40,L2-3,90,Coordinated
R27-R26,0.000000,0.026800,2.249200,2.476000,R27,R26,L27-28,10,Coordinated
R71-R52,0.000000,0.680800,1.340000,2.220800,R71,R52,L9-15,90,Coordinated
