pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R8-R7,0.0,0.8087000000000002,0.283,1.2917,R8,R7,L8-9,10,Coordinado
R44-R45,0.0,0.07530000000000009,2.2853,2.5606,R44,R45,L7-8,90,Coordinado
R44-R70,0.0,0.14140000000000014,2.2853,2.6267,R44,R70,L7-8,90,Coordinado
R7-R6,0.0,0.08350000000000007,0.5265,0.81,R7,R6,L7-8,10,Coordinado
R43-R44,0.0,0.019800000000000206,2.2245,2.4443,R43,R44,L6-7,90,Coordinado
R6-R62,0.0,1.2975999999999999,0.6631,2.1607,R6,R62,L6-7,10,Coordinado
R6-R5,0.0,1.6038,0.6631,2.4669,R6,R5,L6-7,10,Coordinado
R62-R63,0.0,0.04430000000000017,1.7739,2.0182,R62,R63,L6-26,90,Coordinado
R25-R43,0.0,0.015699999999999992,2.1524,2.3681,R25,R43,L6-26,10,Coordinado
R25-R5,0.0,0.029499999999999804,2.1524,2.3819,R25,R5,L6-26,10,Coordinado
R42-R62,0.0,0.018500000000000127,2.0886,2.3071,R42,R62,L5-6,90,Coordinado
R42-R43,0.0,0.10200000000000004,2.0886,2.3906,R42,R43,L5-6,90,Coordinado
R5-R4,0.0,0.006600000000000106,1.6136,1.8202,R5,R4,L5-6,10,Coordinado
R41-R42,0.0,0.004199999999999704,2.1587,2.3629,R41,R42,L4-5,90,Coordinado
R4-R3,0.0,0.05340000000000006,1.6316,1.885,R4,R3,L4-5,10,Coordinado
R32-R31,0.0,0.016800000000000093,1.5413,1.7581,R32,R31,L32-33,10,Coordinado
R31-R30,0.0,0.0510000000000001,1.6902,1.9412,R31,R30,L31-32,10,Coordinado
R74-R28,0.0,0.28260000000000013,1.6942,2.1768,R74,R28,L25-29,90,Coordinado
R38-R39,0.0,1.0317999999999998,0.126,1.3578,R38,R39,L1-2,90,Coordinado
R24-R23,0.0,0.03519999999999984,1.8468,2.082,R24,R23,L24-25,10,Coordinado
R54-R73,0.0,0.02999999999999997,1.2394,1.4694,R54,R73,L17-18,90,Coordinado
R53-R54,0.0,0.06560000000000005,1.1134,1.379,R53,R54,L16-17,90,Coordinado
R16-R15,0.0,0.0021999999999999242,2.305,2.5072,R16,R15,L16-17,10,Coordinado
R52-R53,0.0,0.07769999999999982,1.2189,1.4966,R52,R53,L15-16,90,Coordinado
R15-R34,0.0,0.021199999999999608,2.3452,2.5664,R15,R34,L15-16,10,Coordinado
R15-R14,0.0,0.0010999999999998233,2.3452,2.5463,R15,R14,L15-16,10,Coordinado
R51-R34,0.0,1.0627999999999997,1.3036,2.5664,R51,R34,L14-15,90,Coordinado
R51-R52,0.0,0.24069999999999986,1.3036,1.7443,R51,R52,L14-15,90,Coordinado
R14-R13,0.0,0.07189999999999958,2.216,2.4879,R14,R13,L14-15,10,Coordinado
R36-R17,0.0,0.02720000000000028,2.3263,2.5535,R36,R17,L18-33,10,Coordinado
R50-R51,0.0,0.04870000000000013,1.1576,1.4063,R50,R51,L13-14,90,Coordinado
R49-R50,0.0,0.04370000000000002,1.0506,1.2943,R49,R50,L12-13,90,Coordinado
R12-R72,0.0,0.2963000000000002,2.0484,2.5447,R12,R72,L12-13,10,Coordinado
R12-R11,0.0,0.05090000000000011,2.0484,2.2993,R12,R11,L12-13,10,Coordinado
R48-R72,0.0,1.9014,0.3555,2.4569,R48,R72,L11-12,90,Coordinado
R48-R49,0.0,0.9053000000000002,0.3555,1.4608,R48,R49,L11-12,90,Coordinado
R11-R10,0.0,0.0012000000000000344,2.1733,2.3745,R11,R10,L11-12,10,Coordinado
R47-R48,0.0,0.02529999999999999,0.1669,0.3922,R47,R48,L10-11,90,Coordinado
R10-R9,0.0,0.048299999999999954,2.3099,2.5582,R10,R9,L10-11,10,Coordinado
R38-R55,0.0,1.8834000000000002,0.126,2.2094,R38,R55,L1-2,90,Coordinado
R13-R12,0.0,0.019899999999999973,2.2292,2.4491,R13,R12,L13-14,10,Coordinado
R73-R32,0.0,0.018500000000000127,1.394,1.6125,R73,R32,L18-33,90,Coordinado
R19-R18,0.0,0.04849999999999993,0.9132,1.1617,R19,R18,L19-20,10,Coordinado
R56-R57,0.0,0.021400000000000252,1.9826,2.204,R56,R57,L19-20,90,Coordinado
R60-R61,0.0,0.04119999999999985,1.5741,1.8153,R60,R61,L23-24,90,Coordinado
R23-R22,0.0,0.00740000000000024,1.8474,2.0548,R23,R22,L23-24,10,Coordinado
R35-R49,0.0,0.022599999999999898,2.2386,2.4612,R35,R49,L12-22,90,Coordinado
R35-R11,0.0,0.44460000000000005,2.2386,2.8832,R35,R11,L12-22,90,Coordinado
R72-R21,0.0,0.013999999999999957,1.1432,1.3572,R72,R21,L12-22,10,Coordinado
R70-R20,0.0,0.015199999999999936,0.9813,1.1965,R70,R20,L8-21,90,Coordinado
R70-R58,0.0,1.1723999999999999,0.9813,2.3537,R70,R58,L8-21,90,Coordinado
R33-R45,0.0,0.7301000000000002,1.6861,2.6162,R33,R45,L8-21,10,Coordinado
R33-R7,0.0,0.06950000000000006,1.6861,1.9556,R33,R7,L8-21,10,Coordinado
R58-R35,0.0,0.010199999999999931,1.9939,2.2041,R58,R35,L21-22,90,Coordinado
R21-R33,0.0,1.3143,0.8018,2.3161,R21,R33,L21-22,10,Coordinado
R21-R20,0.0,0.13169999999999998,0.8018,1.1335,R21,R20,L21-22,10,Coordinado
R57-R33,0.0,0.03180000000000022,2.0635,2.2953,R57,R33,L20-21,90,Coordinado
R57-R58,0.0,0.006500000000000117,2.0635,2.27,R57,R58,L20-21,90,Coordinado
R20-R19,0.0,0.04570000000000002,0.9641,1.2098,R20,R19,L20-21,10,Coordinado
R39-R59,0.0,0.5286,1.2998,2.0284,R39,R59,L2-3,90,Coordinado
R39-R40,0.0,0.6974999999999998,1.2998,2.1973,R39,R40,L2-3,90,Coordinado
R2-R55,0.0,0.029700000000000004,1.9797,2.2094,R2,R55,L2-3,10,Coordinado
R55-R56,0.0,0.051500000000000046,2.145,2.3965,R55,R56,L2-19,90,Coordinado
R18-R39,0.0,0.048199999999999965,1.1177,1.3659,R18,R39,L2-19,10,Coordinado
R18-R1,0.0,0.6823000000000001,1.1177,2.0,R18,R1,L2-19,10,Coordinado
R37-R24,0.0,0.020399999999999918,1.9227,2.1431,R37,R24,L25-29,10,Coordinado
R61-R74,0.0,0.04670000000000013,1.5791,1.8258,R61,R74,L24-25,90,Coordinado
