pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R65-R66,0.0,0.19229999999999986,1.4835,1.8758,R65,R66,L28-29,90,Coordinado
R4-R3,0.0,0.03099999999999986,1.6363,1.8673,R4,R3,L4-5,10,Coordinado
R32-R31,0.0,0.033899999999999986,1.4831,1.717,R32,R31,L32-33,10,Coordinado
R34-R46,0.0,0.16436784090158135,2.0535,2.4178678409015815,R34,R46,L9-15,10,Coordinado
R34-R8,0.0,0.26674873330176724,2.0535,2.5202487333017674,R34,R8,L9-15,10,Coordinado
R9-R71,0.0,0.3652984853925407,2.0675,2.6327984853925406,R9,R71,L9-10,10,Coordinado
R8-R70,0.0,2.4614,0.2761,2.9375,R8,R70,L8-9,10,Coordinado
R8-R7,0.0,0.7490000000000001,0.2761,1.2251,R8,R7,L8-9,10,Coordinado
R44-R45,0.0,0.2594,2.2449,2.7043,R44,R45,L7-8,90,Coordinado
R44-R70,0.0,0.2791000000000003,2.2449,2.724,R44,R70,L7-8,90,Coordinado
R7-R6,0.0,0.00599999999999995,0.538,0.744,R7,R6,L7-8,10,Coordinado
R43-R44,0.0,0.022899999999999643,2.2366,2.4595,R43,R44,L6-7,90,Coordinado
R6-R62,0.0,1.5798,0.6148,2.3946,R6,R62,L6-7,10,Coordinado
R6-R5,0.0,1.5478999999999998,0.6148,2.3627,R6,R5,L6-7,10,Coordinado
R62-R63,0.0,0.01039999999999991,1.9659,2.1763,R62,R63,L6-26,90,Coordinado
R25-R43,0.0,0.037400000000000044,2.1484,2.3858,R25,R43,L6-26,10,Coordinado
R25-R5,0.0,0.014299999999999702,2.1484,2.3627,R25,R5,L6-26,10,Coordinado
R42-R62,0.0,0.16609999999999986,2.1907,2.5568,R42,R62,L5-6,90,Coordinado
R42-R43,0.0,0.017099999999999838,2.1907,2.4078,R42,R43,L5-6,90,Coordinado
R5-R4,0.0,0.03729999999999983,1.5821,1.8194,R5,R4,L5-6,10,Coordinado
R41-R42,0.0,0.00850000000000034,2.2653,2.4738,R41,R42,L4-5,90,Coordinado
R69-R36,0.0,0.020200000000000162,2.1273,2.3475,R69,R36,L32-33,90,Coordinado
R68-R69,0.0,0.044900000000000106,1.9639,2.2088,R68,R69,L31-32,90,Coordinado
R74-R66,0.0,0.022599999999999898,1.6532,1.8758,R74,R66,L25-29,90,Coordinado
R38-R39,0.0,1.0692000000000002,0.1251,1.3943,R38,R39,L1-2,90,Coordinado
R37-R24,0.0,0.21470000000000006,1.8873,2.302,R37,R24,L25-29,10,Coordinado
R36-R17,0.0,0.054499999999999715,2.2313,2.4858,R36,R17,L18-33,10,Coordinado
R54-R73,0.0,0.03360000000000002,1.1552,1.3888,R54,R73,L17-18,90,Coordinado
R17-R16,0.0,0.009100000000000275,2.3427,2.5518,R17,R16,L17-18,10,Coordinado
R53-R54,0.0,0.04430000000000017,1.0634,1.3077,R53,R54,L16-17,90,Coordinado
R16-R15,0.0,0.028699999999999892,2.2149,2.4436,R16,R15,L16-17,10,Coordinado
R52-R53,0.0,0.05209999999999998,1.2866,1.5387,R52,R53,L15-16,90,Coordinado
R15-R34,0.0,0.20169999999999993,2.2778,2.6795,R15,R34,L15-16,10,Coordinado
R15-R14,0.0,0.05680000000000013,2.2778,2.5346,R15,R14,L15-16,10,Coordinado
R51-R34,0.0,1.1575,1.322,2.6795,R51,R34,L14-15,90,Coordinado
R73-R32,0.0,0.058199999999999974,1.3109,1.5691,R73,R32,L18-33,90,Coordinado
R51-R52,0.0,0.5879000000000001,1.322,2.1099,R51,R52,L14-15,90,Coordinado
R50-R51,0.0,0.01599999999999996,1.2083,1.4243,R50,R51,L13-14,90,Coordinado
R13-R12,0.0,0.020200000000000162,2.1854,2.4056,R13,R12,L13-14,10,Coordinado
R49-R50,0.0,0.025299999999999823,1.1224,1.3477,R49,R50,L12-13,90,Coordinado
R12-R72,0.0,0.07920000000000033,2.0115,2.2907,R12,R72,L12-13,10,Coordinado
R48-R72,0.0,1.6731,0.3386,2.2117,R48,R72,L11-12,90,Coordinado
R48-R49,0.0,1.0344,0.3386,1.573,R48,R49,L11-12,90,Coordinado
R11-R10,0.0,0.028400000000000147,2.0784,2.3068,R11,R10,L11-12,10,Coordinado
R47-R48,0.0,0.006099999999999994,0.1663,0.3724,R47,R48,L10-11,90,Coordinado
R38-R55,0.0,2.0708,0.1251,2.3959,R38,R55,L1-2,90,Coordinado
R14-R13,0.0,0.0490000000000001,2.2058,2.4548,R14,R13,L14-15,10,Coordinado
R19-R18,0.0,0.020100000000000062,0.9911,1.2112,R19,R18,L19-20,10,Coordinado
R56-R57,0.0,0.03150000000000003,2.1008,2.3323,R56,R57,L19-20,90,Coordinado
R18-R1,0.0,0.5137290678414874,1.1584,1.8721290678414875,R18,R1,L2-19,10,Coordinado
R24-R23,0.0,0.02610000000000018,1.9924,2.2185,R24,R23,L24-25,10,Coordinado
R60-R61,0.0,0.01369999999999999,1.5605,1.7742,R60,R61,L23-24,90,Coordinado
R23-R22,0.0,0.004999999999999838,1.9734,2.1784,R23,R22,L23-24,10,Coordinado
R35-R49,0.0,0.015000000000000291,2.4353,2.6503,R35,R49,L12-22,90,Coordinado
R35-R11,0.0,0.07390000000000024,2.4353,2.7092,R35,R11,L12-22,90,Coordinado
R72-R21,0.0,0.009999999999999953,1.0193,1.2293,R72,R21,L12-22,10,Coordinado
R70-R20,0.0,0.007599999999999996,1.0903,1.2979,R70,R20,L8-21,90,Coordinado
R70-R58,0.0,1.1868999999999998,1.0903,2.4772,R70,R58,L8-21,90,Coordinado
R33-R45,0.0,0.8046000000000002,1.788,2.7926,R33,R45,L8-21,10,Coordinado
R33-R7,0.0,0.23159999999999975,1.788,2.2196,R33,R7,L8-21,10,Coordinado
R58-R35,0.0,0.07070000000000015,2.1092,2.3799,R58,R35,L21-22,90,Coordinado
R21-R33,0.0,1.5363999999999998,0.7189,2.4553,R21,R33,L21-22,10,Coordinado
R21-R20,0.0,0.30939999999999995,0.7189,1.2283,R21,R20,L21-22,10,Coordinado
R57-R33,0.0,0.04739999999999983,2.1865,2.4339,R57,R33,L20-21,90,Coordinado
R57-R58,0.0,0.005699999999999761,2.1865,2.3922,R57,R58,L20-21,90,Coordinado
R20-R19,0.0,0.06740000000000007,1.0247,1.2921,R20,R19,L20-21,10,Coordinado
R39-R59,0.0,0.42629999999999985,1.3358,1.9621,R39,R59,L2-3,90,Coordinado
R39-R40,0.0,0.7829999999999999,1.3358,2.3188,R39,R40,L2-3,90,Coordinado
R2-R55,0.0,0.0400000000000002,2.1559,2.3959,R2,R55,L2-3,10,Coordinado
R55-R56,0.0,0.0124999999999999,2.3281,2.5406,R55,R56,L2-19,90,Coordinado
R18-R39,0.0,0.04409999999999997,1.1584,1.4025,R18,R39,L2-19,10,Coordinado
R74-R28,0.0,0.2506000000000001,1.6532,2.1038,R74,R28,L25-29,90,Coordinado
R61-R74,0.0,0.02999999999999997,1.549,1.779,R61,R74,L24-25,90,Coordinado
