pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R69-R36,0.0,0.26499999999999985,2.0996,2.5646,R69,R36,L32-33,90,Coordinado
R32-R31,0.0,0.006799999999999862,1.4492,1.656,R32,R31,L32-33,10,Coordinado
R34-R46,0.0,0.749732071066793,2.0226,2.972332071066793,R34,R46,L9-15,10,Coordinado
R34-R8,0.0,0.12526730445963857,2.0226,2.3478673044596388,R34,R8,L9-15,10,Coordinado
R9-R8,0.0,0.1346479752325715,2.3279,2.6625479752325716,R9,R8,L9-10,10,Coordinado
R8-R70,0.0,2.3367,0.2761,2.8128,R8,R70,L8-9,10,Coordinado
R8-R7,0.0,0.6476999999999999,0.2761,1.1238,R8,R7,L8-9,10,Coordinado
R44-R45,0.0,0.07539999999999986,2.2344,2.5098,R44,R45,L7-8,90,Coordinado
R44-R70,0.0,0.1740000000000001,2.2344,2.6084,R44,R70,L7-8,90,Coordinado
R7-R6,0.0,0.13869999999999988,0.5116,0.8503,R7,R6,L7-8,10,Coordinado
R43-R44,0.0,0.013299999999999812,2.1957,2.409,R43,R44,L6-7,90,Coordinado
R68-R69,0.0,0.005699999999999983,1.9881,2.1938,R68,R69,L31-32,90,Coordinado
R6-R62,0.0,1.3221,0.6667,2.1888,R6,R62,L6-7,10,Coordinado
R62-R63,0.0,0.024799999999999878,1.797,2.0218,R62,R63,L6-26,90,Coordinado
R25-R43,0.0,0.019500000000000017,2.1317,2.3512,R25,R43,L6-26,10,Coordinado
R25-R5,0.0,0.01700000000000007,2.1317,2.3487,R25,R5,L6-26,10,Coordinado
R42-R62,0.0,0.022300000000000153,2.1148,2.3371,R42,R62,L5-6,90,Coordinado
R42-R43,0.0,0.06090000000000034,2.1148,2.3757,R42,R43,L5-6,90,Coordinado
R5-R4,0.0,0.030700000000000116,1.5551,1.7858,R5,R4,L5-6,10,Coordinado
R41-R42,0.0,0.024899999999999867,2.1538,2.3787,R41,R42,L4-5,90,Coordinado
R4-R3,0.0,0.04079999999999989,1.6242,1.865,R4,R3,L4-5,10,Coordinado
R74-R28,0.0,0.22089999999999982,1.6744,2.0953,R74,R28,L25-29,90,Coordinado
R6-R5,0.0,1.482,0.6667,2.3487,R6,R5,L6-7,10,Coordinado
R37-R24,0.0,0.055900000000000005,1.8537,2.1096,R37,R24,L25-29,10,Coordinado
R61-R74,0.0,0.022999999999999854,1.5762,1.7992,R61,R74,L24-25,90,Coordinado
R24-R23,0.0,0.011799999999999977,1.8334,2.0452,R24,R23,L24-25,10,Coordinado
R54-R73,0.0,0.021399999999999808,1.1362,1.3576,R54,R73,L17-18,90,Coordinado
R17-R16,0.0,0.00980000000000042,2.5161,2.7259,R17,R16,L17-18,10,Coordinado
R53-R54,0.0,0.05629999999999996,1.0061,1.2624,R53,R54,L16-17,90,Coordinado
R16-R15,0.0,0.003899999999999959,2.3881,2.592,R16,R15,L16-17,10,Coordinado
R52-R53,0.0,0.1023,1.0521,1.3544,R52,R53,L15-16,90,Coordinado
R15-R34,0.0,0.0008999999999998454,2.4116,2.6125,R15,R34,L15-16,10,Coordinado
R15-R14,0.0,0.09930000000000011,2.4116,2.7109,R15,R14,L15-16,10,Coordinado
R51-R34,0.0,1.1392999999999998,1.2732,2.6125,R51,R34,L14-15,90,Coordinado
R51-R52,0.0,0.020799999999999874,1.2732,1.494,R51,R52,L14-15,90,Coordinado
R14-R13,0.0,0.024000000000000188,2.3705,2.5945,R14,R13,L14-15,10,Coordinado
R50-R51,0.0,0.018000000000000183,1.1521,1.3701,R50,R51,L13-14,90,Coordinado
R13-R12,0.0,0.014300000000000146,2.3164,2.5307,R13,R12,L13-14,10,Coordinado
R49-R50,0.0,0.03809999999999997,1.0438,1.2819,R49,R50,L12-13,90,Coordinado
R12-R72,0.0,0.3493999999999999,2.1023,2.6517,R12,R72,L12-13,10,Coordinado
R12-R11,0.0,0.06429999999999997,2.1023,2.3666,R12,R11,L12-13,10,Coordinado
R48-R72,0.0,2.0209999999999995,0.3393,2.5603,R48,R72,L11-12,90,Coordinado
R48-R49,0.0,0.9347000000000001,0.3393,1.474,R48,R49,L11-12,90,Coordinado
R11-R10,0.0,0.009599999999999997,2.2275,2.4371,R11,R10,L11-12,10,Coordinado
R47-R48,0.0,0.009199999999999986,0.1629,0.3721,R47,R48,L10-11,90,Coordinado
R10-R9,0.0,0.10749999999999965,2.3713,2.6788,R10,R9,L10-11,10,Coordinado
R38-R55,0.0,1.9035000000000004,0.1247,2.2282,R38,R55,L1-2,90,Coordinado
R36-R17,0.0,0.0014000000000000123,2.4506,2.652,R36,R17,L18-33,10,Coordinado
R71-R14,0.0,2.3718999999999997,0.261,2.8329,R71,R14,L9-15,90,Coordinado
R73-R32,0.0,0.03419999999999995,1.2782,1.5124,R73,R32,L18-33,90,Coordinado
R56-R57,0.0,0.007900000000000185,1.9803,2.1882,R56,R57,L19-20,90,Coordinado
R60-R61,0.0,0.03629999999999994,1.5626,1.7989,R60,R61,L23-24,90,Coordinado
R23-R22,0.0,0.008200000000000152,1.815,2.0232,R23,R22,L23-24,10,Coordinado
R35-R49,0.0,0.008199999999999708,2.2753,2.4835,R35,R49,L12-22,90,Coordinado
R35-R11,0.0,0.5189999999999999,2.2753,2.9943,R35,R11,L12-22,90,Coordinado
R72-R21,0.0,0.02799999999999997,1.1762,1.4042,R72,R21,L12-22,10,Coordinado
R70-R20,0.0,0.010799999999999865,1.0375,1.2483,R70,R20,L8-21,90,Coordinado
R70-R58,0.0,1.095,1.0375,2.3325,R70,R58,L8-21,90,Coordinado
R33-R45,0.0,0.7094000000000003,1.6557,2.5651,R33,R45,L8-21,10,Coordinado
R33-R7,0.0,0.09990000000000004,1.6557,1.9556,R33,R7,L8-21,10,Coordinado
R58-R35,0.0,0.05519999999999986,1.9859,2.2411,R58,R35,L21-22,90,Coordinado
R21-R33,0.0,1.2164,0.8374,2.2538,R21,R33,L21-22,10,Coordinado
R21-R20,0.0,0.14940000000000003,0.8374,1.1868,R21,R20,L21-22,10,Coordinado
R57-R33,0.0,0.008600000000000108,2.0452,2.2538,R57,R33,L20-21,90,Coordinado
R57-R58,0.0,0.007300000000000029,2.0452,2.2525,R57,R58,L20-21,90,Coordinado
R20-R19,0.0,0.02789999999999998,1.0179,1.2458,R20,R19,L20-21,10,Coordinado
R39-R59,0.0,0.4984999999999999,1.2595,1.958,R39,R59,L2-3,90,Coordinado
R39-R40,0.0,0.7119000000000002,1.2595,2.1714,R39,R40,L2-3,90,Coordinado
R2-R55,0.0,0.02779999999999977,2.0224,2.2502,R2,R55,L2-3,10,Coordinado
R55-R56,0.0,0.006500000000000117,2.1669,2.3734,R55,R56,L2-19,90,Coordinado
R18-R39,0.0,0.0006999999999998674,1.1205,1.3212,R18,R39,L2-19,10,Coordinado
R18-R1,0.0,1.4361437908205392,1.1205,2.7566437908205392,R18,R1,L2-19,10,Coordinado
R19-R18,0.0,0.019900000000000084,0.9428,1.1627,R19,R18,L19-20,10,Coordinado
R71-R52,0.0,1.1546999999999998,0.261,1.6157,R71,R52,L9-15,90,Coordinado
