pair_label,mt,delta_t,tm,tb,main_relay_id,backup_relay_id,line,fault,status
R32-R31,0.0,0.0016999999999999793,1.34,1.5417,R32,R31,L32-33,10,Coordinado
R25-R43,0.0,0.027399999999999813,2.0076,2.235,R25,R43,L6-26,10,Coordinado
R74-R28,0.0,0.19569999999999993,1.5559,1.9516,R74,R28,L25-29,90,Coordinado
R61-R74,0.0,0.01369999999999999,1.4657,1.6794,R61,R74,L24-25,90,Coordinado
R71-R14,0.0,1.9687,0.3235,2.4922,R71,R14,L9-15,90,Coordinado
R54-R73,0.0,0.066,1.0055,1.2715,R54,R73,L17-18,90,Coordinado
R17-R16,0.0,0.008899999999999852,2.2185,2.4274,R17,R16,L17-18,10,Coordinado
R53-R54,0.0,0.01029999999999992,0.9095,1.1198,R53,R54,L16-17,90,Coordinado
R16-R15,0.0,0.027399999999999813,2.1053,2.3327,R16,R15,L16-17,10,Coordinado
R52-R53,0.0,0.09789999999999982,1.0013,1.2992,R52,R53,L15-16,90,Coordinado
R15-R34,0.0,0.057300000000000295,2.1685,2.4258,R15,R34,L15-16,10,Coordinado
R15-R14,0.0,0.016299999999999926,2.1685,2.3848,R15,R14,L15-16,10,Coordinado
R51-R34,0.0,1.0693000000000001,1.1565,2.4258,R51,R34,L14-15,90,Coordinado
R51-R52,0.0,0.09539999999999987,1.1565,1.4519,R51,R52,L14-15,90,Coordinado
R14-R13,0.0,0.03629999999999994,2.0854,2.3217,R14,R13,L14-15,10,Coordinado
R50-R51,0.0,0.03659999999999991,1.0181,1.2547,R50,R51,L13-14,90,Coordinado
R13-R12,0.0,0.015600000000000225,2.0862,2.3018,R13,R12,L13-14,10,Coordinado
R49-R50,0.0,0.04530000000000006,0.8956,1.1409,R49,R50,L12-13,90,Coordinado
R12-R72,0.0,0.09299999999999992,1.9311,2.2241,R12,R72,L12-13,10,Coordinado
R12-R11,0.0,0.02130000000000004,1.9311,2.1524,R12,R11,L12-13,10,Coordinado
R48-R72,0.0,1.6072,0.4169,2.2241,R48,R72,L11-12,90,Coordinado
R48-R49,0.0,0.6847000000000001,0.4169,1.3016,R48,R49,L11-12,90,Coordinado
R11-R10,0.0,0.06230000000000019,2.0096,2.2719,R11,R10,L11-12,10,Coordinado
R47-R48,0.0,0.040199999999999986,0.2392,0.4794,R47,R48,L10-11,90,Coordinado
R10-R9,0.0,0.02229999999999971,2.2145,2.4368,R10,R9,L10-11,10,Coordinado
R38-R55,0.0,1.7845000000000002,0.1269,2.1114,R38,R55,L1-2,90,Coordinado
R36-R17,0.0,0.00599999999999995,2.1553,2.3613,R36,R17,L18-33,10,Coordinado
R37-R24,0.0,0.06120000000000009,1.7302,1.9914,R37,R24,L25-29,10,Coordinado
R73-R32,0.0,0.01679999999999987,1.187,1.4038,R73,R32,L18-33,90,Coordinado
R56-R57,0.0,0.010800000000000087,1.8972,2.108,R56,R57,L19-20,90,Coordinado
R24-R23,0.0,0.020900000000000085,1.7161,1.937,R24,R23,L24-25,10,Coordinado
R60-R61,0.0,0.03350000000000003,1.458,1.6915,R60,R61,L23-24,90,Coordinado
R23-R22,0.0,0.01579999999999998,1.7188,1.9346,R23,R22,L23-24,10,Coordinado
R35-R49,0.0,0.04339999999999983,2.1671,2.4105,R35,R49,L12-22,90,Coordinado
R35-R11,0.0,0.39750000000000013,2.1671,2.7646,R35,R11,L12-22,90,Coordinado
R72-R21,0.0,0.026299999999999935,1.0025,1.2288,R72,R21,L12-22,10,Coordinado
R70-R20,0.0,0.06570000000000004,0.8892,1.1549,R70,R20,L8-21,90,Coordinado
R70-R58,0.0,1.1536,0.8892,2.2428,R70,R58,L8-21,90,Coordinado
R33-R45,0.0,0.6498000000000002,1.6113,2.4611,R33,R45,L8-21,10,Coordinado
R33-R7,0.0,0.33980000000000005,1.6113,2.1511,R33,R7,L8-21,10,Coordinado
R58-R35,0.0,0.01819999999999994,1.9146,2.1328,R58,R35,L21-22,90,Coordinado
R21-R33,0.0,1.2872000000000001,0.726,2.2132,R21,R33,L21-22,10,Coordinado
R21-R20,0.0,0.15509999999999996,0.726,1.0811,R21,R20,L21-22,10,Coordinado
R57-R33,0.0,0.02900000000000008,1.9644,2.1934,R57,R33,L20-21,90,Coordinado
R57-R58,0.0,0.024000000000000188,1.9644,2.1884,R57,R58,L20-21,90,Coordinado
R20-R19,0.0,0.03799999999999987,0.8918,1.1298,R20,R19,L20-21,10,Coordinado
R39-R59,0.0,0.46990000000000015,1.1841,1.854,R39,R59,L2-3,90,Coordinado
R39-R40,0.0,0.7003999999999999,1.1841,2.0845,R39,R40,L2-3,90,Coordinado
R2-R55,0.0,0.010900000000000076,1.9005,2.1114,R2,R55,L2-3,10,Coordinado
R55-R56,0.0,0.05950000000000005,2.0498,2.3093,R55,R56,L2-19,90,Coordinado
R18-R39,0.0,0.04560000000000003,1.0,1.2456,R18,R39,L2-19,10,Coordinado
R19-R18,0.0,0.007600000000000107,0.8401,1.0477,R19,R18,L19-20,10,Coordinado
R71-R52,0.0,1.2700000000000002,0.3235,1.7935,R71,R52,L9-15,90,Coordinado
